Crash_ID,Unit_Nbr,Drvr_Lic_Restric_ID
17032687,1,98
17032687,3,19
17032688,1,19
17032688,2,19
17032701,1,19
17032701,2,98
17032702,1,19
17032703,1,1
17032703,1,23
17032703,2,1
17032711,1,19
17032711,2,1
17032715,1,1
17032715,1,21
17032715,2,23
17032720,1,20
17032720,2,19
17032720,3,98
17032723,1,19
17032723,2,1
17032726,1,1
17032726,2,1
17032733,1,19
17032733,2,20
17032743,1,19
17032743,2,19
17032743,3,19
17032743,4,19
17032748,1,19
17032748,2,19
17032749,1,19
17032760,1,99
17032760,2,19
17032760,3,19
17032761,1,1
17032761,2,19
17032762,1,19
17032762,2,19
17032763,1,98
17032763,2,19
17032764,1,19
17032764,2,19
17032768,1,19
17032768,2,19
17032777,1,20
17032777,2,19
17032777,3,19
17032782,1,19
17032782,2,1
17032784,1,19
17032788,1,20
17032788,2,19
17032796,1,1
17032796,2,19
17032796,3,98
17032799,1,19
17032803,1,99
17032803,2,19
17032804,1,19
17032804,2,20
17032807,1,1
17032814,1,1
17032814,2,19
17032818,1,19
17032818,2,19
17032819,1,98
17032819,2,19
17032822,1,1
17032822,2,19
17032824,1,20
17032824,2,19
17032826,1,1
17032826,2,19
17032827,1,1
17032827,1,66
17032827,1,69
17032827,2,98
17032828,1,19
17032828,2,19
17032829,1,20
17032829,2,1
17032835,1,20
17032835,2,1
17032836,1,20
17032836,2,20
17032843,1,19
17032843,2,19
17032848,1,20
17032854,1,1
17032854,2,19
17032861,1,19
17032861,2,1
17032878,1,19
17032878,2,19
17032881,1,99
17032886,1,19
17032886,2,20
17032890,1,19
17032890,3,19
17032900,1,20
17032901,1,19
17032901,2,19
17032910,1,98
17032912,1,98
17032912,2,1
17032913,1,99
17032914,1,99
17032914,2,19
17032917,1,23
17032917,2,1
17032920,1,19
17032924,1,1
17032924,1,23
17032930,1,98
17032930,3,1
17032931,1,99
17032937,1,19
17032937,2,1
17032939,1,98
17032939,2,1
17032939,2,21
17032939,2,22
17032939,3,1
17032941,1,1
17032941,2,19
17032943,1,1
17032943,2,98
17032944,1,19
17032944,2,1
17032945,1,20
17032945,2,1
17032947,1,19
17032947,2,19
17032948,1,19
17032948,2,19
17032951,1,19
17032951,2,19
17032956,1,99
17032956,2,19
17032956,3,1
17032956,4,19
17032957,1,19
17032957,3,19
17032970,1,99
17032970,2,19
17032972,1,1
17032972,2,19
17032982,1,98
17032982,2,98
17032983,1,19
17032986,1,20
17032986,2,19
17032987,1,19
17032989,1,1
17032992,1,19
17032994,1,1
17032994,2,19
17032997,1,19
17032997,2,19
17033000,1,19
17033000,2,19
17033002,1,19
17033002,3,1
17033004,1,1
17033004,2,1
17033005,1,99
17033005,2,98
17033006,1,1
17033006,2,19
17033007,1,19
17033007,2,19
17033009,1,99
17033010,1,19
17033010,2,19
17033011,1,19
17033011,2,20
17033012,1,19
17033012,3,19
17033012,5,1
17033012,7,19
17033013,1,1
17033013,2,1
17033015,1,19
17033015,2,99
17033016,1,19
17033016,2,98
17033017,1,1
17033017,2,19
17033021,1,19
17033021,2,20
17033023,1,1
17033023,2,1
17033024,1,19
17033024,2,19
17033027,1,99
17033028,1,19
17033028,2,19
17033032,1,19
17033035,1,99
17033036,1,99
17033036,2,19
17033038,1,1
17033038,2,19
17033042,1,19
17033042,2,19
17033046,1,1
17033046,2,1
17033046,2,23
17033054,1,19
17033054,2,19
17033054,4,19
17033055,1,98
17033055,2,19
17033055,3,19
17033056,1,21
17033056,2,1
17033057,1,20
17033057,2,98
17033058,1,19
17033058,2,19
17033058,3,20
17033058,4,19
17033061,1,21
17033061,2,1
17033063,1,20
17033063,2,25
17033064,1,19
17033064,2,19
17033065,1,19
17033065,2,1
17033066,1,1
17033067,1,19
17033067,2,19
17033067,3,19
17033068,1,1
17033068,2,1
17033069,1,19
17033069,2,1
17033071,1,98
17033071,2,1
17033072,1,1
17033074,1,19
17033074,2,19
17033075,1,19
17033075,2,19
17033075,3,19
17033076,1,20
17033076,2,20
17033077,1,19
17033077,2,19
17033078,1,20
17033080,1,99
17033082,1,19
17033082,2,1
17033083,1,19
17033083,2,19
17033085,1,19
17033086,1,19
17033086,2,19
17033086,3,1
17033086,4,1
17033087,1,98
17033087,2,19
17033090,1,19
17033090,2,19
17033092,1,19
17033092,2,20
17033093,1,19
17033093,2,19
17033094,1,20
17033094,2,19
17033095,1,1
17033099,1,19
17033099,2,19
17033100,1,19
17033100,2,19
17033101,1,19
17033101,2,19
17033101,3,1
17033102,1,20
17033102,2,19
17033105,1,19
17033105,3,1
17033107,1,99
17033107,2,19
17033109,1,1
17033109,2,1
17033111,1,19
17033111,2,19
17033113,1,20
17033115,1,20
17033116,1,1
17033116,2,19
17033123,1,19
17033123,2,19
17033125,1,19
17033125,2,98
17033126,1,20
17033126,2,19
17033127,1,19
17033127,2,66
17033127,2,74
17033137,1,19
17033137,2,19
17033140,1,19
17033140,2,19
17033142,1,19
17033142,2,19
17033146,1,20
17033146,2,19
17033146,3,99
17033147,1,19
17033147,2,98
17033148,1,19
17033148,2,98
17033155,1,19
17033155,2,19
17033162,1,20
17033162,2,98
17033164,1,1
17033164,2,98
17033165,1,19
17033165,2,19
17033166,1,19
17033166,2,19
17033167,1,19
17033167,3,19
17033169,1,1
17033169,2,1
17033170,1,19
17033170,2,1
17033171,1,1
17033171,2,1
17033171,3,98
17033173,1,1
17033173,2,19
17033174,1,19
17033174,2,98
17033176,1,99
17033176,2,19
17033183,1,99
17033183,2,20
17033184,1,19
17033184,2,19
17033185,1,19
17033185,2,1
17033187,1,1
17033187,2,59
17033189,1,19
17033193,1,20
17033193,2,19
17033206,1,1
17033206,2,19
17033207,1,19
17033207,2,1
17033208,1,59
17033208,2,1
17033209,1,20
17033209,2,19
17033218,1,99
17033218,2,19
17033219,1,19
17033219,2,19
17033222,1,20
17033222,2,19
17033222,3,19
17033223,1,1
17033223,2,1
17033230,1,19
17033230,2,19
17033233,1,19
17033234,1,19
17033234,2,19
17033235,1,19
17033235,2,19
17033237,1,19
17033237,2,19
17033239,1,98
17033239,2,19
17033240,1,1
17033240,2,19
17033244,1,21
17033244,2,19
17033251,1,99
17033251,2,99
17033252,1,19
17033252,2,19
17033258,1,19
17033258,3,19
17033260,1,99
17033260,2,19
17033261,1,19
17033265,1,19
17033265,2,19
17033266,1,98
17033266,2,19
17033272,1,20
17033272,2,1
17033273,1,19
17033273,2,19
17033276,1,19
17033276,2,20
17033278,1,21
17033279,1,19
17033279,2,19
17033282,1,99
17033282,2,19
17033285,1,20
17033285,2,19
17033285,3,19
17033289,1,19
17033289,2,19
17033291,1,19
17033312,1,20
17033312,2,1
17033313,1,19
17033313,2,19
17033314,1,99
17033314,2,19
17033315,1,19
17033315,2,19
17033432,1,19
17033432,2,19
17033437,1,99
17033480,1,19
17033480,2,19
17033482,1,19
17033482,2,19
17033483,1,19
17033483,2,98
17033484,1,99
17033485,1,1
17033485,2,19
17033488,1,1
17033490,1,98
17033490,2,20
17033490,3,19
17033498,1,20
17033498,2,19
17033499,1,19
17033499,2,19
17033499,3,19
17033499,4,20
17033508,1,19
17033508,2,98
17033515,1,20
17033515,2,19
17033515,3,19
17033518,1,19
17033521,1,19
17033521,2,19
17033526,1,19
17033526,2,99
17033527,1,1
17033527,1,23
17033527,2,1
17033529,1,98
17033529,2,1
17033533,1,19
17033533,2,1
17033535,1,19
17033535,2,19
17033536,1,19
17033536,2,98
17033538,1,1
17033538,2,19
17033539,1,23
17033539,2,1
17033540,1,19
17033540,2,19
17033542,1,99
17033542,2,98
17033543,1,19
17033543,2,1
17033546,1,1
17033546,2,1
17033548,1,19
17033548,2,19
17033553,1,19
17033553,2,19
17033565,1,1
17033574,1,19
17033574,2,19
17033575,1,1
17033575,2,59
17033576,1,1
17033576,2,1
17033578,1,1
17033578,2,19
17033589,1,1
17033589,2,1
17033592,1,99
17033592,2,19
17033593,1,19
17033593,2,19
17033593,3,20
17033594,1,19
17033594,2,19
17033595,1,1
17033595,2,1
17033596,1,19
17033596,2,19
17033597,1,98
17033597,2,20
17033599,1,19
17033599,2,19
17033603,1,1
17033603,2,19
17033609,1,19
17033609,2,19
17033609,3,19
17033610,1,19
17033610,2,19
17033616,1,19
17033616,2,1
17033621,1,19
17033621,2,19
17033624,1,99
17033624,3,1
17033625,1,99
17033627,1,1
17033627,2,98
17033633,1,19
17033633,3,19
17033652,1,19
17033652,2,1
17033653,1,19
17033653,2,19
17033655,1,1
17033655,3,1
17033656,1,19
17033656,2,19
17033656,4,19
17033658,1,1
17033658,1,23
17033658,2,19
17033659,1,19
17033659,2,19
17033661,1,19
17033662,1,19
17033662,2,1
17033670,1,19
17033670,2,19
17033674,1,1
17033674,2,1
17033675,1,99
17033678,1,99
17033678,2,1
17033679,1,19
17033679,2,19
17033699,1,19
17033699,2,19
17033701,1,99
17033701,2,19
17033702,1,98
17033713,1,1
17033713,2,99
17033713,3,20
17033717,1,19
17033717,2,98
17033718,1,19
17033718,2,98
17033719,1,20
17033719,2,19
17033720,1,20
17033720,2,19
17033721,1,99
17033721,2,1
17033722,1,19
17033722,2,19
17033723,1,19
17033724,1,19
17033724,2,19
17033725,1,99
17033730,1,19
17033730,2,19
17033731,1,1
17033731,2,19
17033732,1,19
17033736,1,19
17033736,2,1
17033737,1,19
17033737,2,19
17033738,1,19
17033741,1,98
17033741,2,19
17033741,3,19
17033758,1,23
17033758,2,1
17033759,1,19
17033759,2,1
17033765,1,19
17033765,3,20
17033768,1,21
17033768,2,1
17033770,1,19
17033770,2,19
17033773,1,19
17033773,2,19
17033774,1,1
17033774,2,1
17033774,2,59
17033780,1,19
17033780,2,1
17033780,2,23
17033782,1,19
17033782,2,19
17033787,1,99
17033787,3,19
17033788,1,1
17033788,2,1
17033790,1,20
17033790,2,19
17033797,1,1
17033804,1,1
17033804,2,1
17033810,1,1
17033810,2,99
17033813,1,1
17033813,2,20
17033817,1,1
17033817,2,19
17033820,1,19
17033820,2,19
17033821,1,1
17033821,2,20
17033822,1,20
17033822,2,1
17033827,1,99
17033827,2,19
17033828,1,1
17033828,2,1
17033829,1,20
17033829,2,1
17033830,1,59
17033830,2,19
17033831,1,99
17033832,1,98
17033832,2,1
17033832,3,1
17033836,1,1
17033836,2,1
17033836,2,9
17033836,2,33
17033838,1,20
17033838,2,19
17033839,1,20
17033855,1,99
17033855,2,19
17033858,1,20
17033858,2,19
17033860,1,1
17033860,2,1
17033867,1,20
17033868,1,19
17033868,2,99
17033869,1,1
17033869,2,19
17033880,1,19
17033880,2,19
17033880,3,19
17033882,1,1
17033882,2,1
17033888,1,19
17033888,2,19
17033889,1,19
17033889,2,19
17033893,1,99
17033894,1,98
17033894,2,19
17033910,1,98
17033910,2,98
17033911,1,1
17033911,2,19
17033913,1,19
17033913,2,33
17033914,1,19
17033914,2,19
17033917,1,19
17033917,2,1
17033917,3,1
17033919,1,1
17033919,1,21
17033919,2,1
17033921,1,99
17033921,2,19
17033930,1,19
17033930,2,98
17033934,1,1
17033935,1,1
17033938,1,99
17033939,1,20
17033939,2,1
17033940,1,99
17033940,2,1
17033940,3,1
17033944,1,19
17033944,2,19
17033947,1,1
17033947,2,1
17033950,1,19
17033950,2,1
17033951,1,1
17033951,1,9
17033952,1,1
17033952,2,19
17033953,1,1
17033953,2,98
17033961,1,19
17033961,2,1
17033962,1,19
17033962,2,19
17033962,3,98
17033963,1,1
17033963,2,59
17033967,1,23
17033967,2,19
17033969,1,19
17033969,2,19
17033970,1,19
17033970,2,21
17033981,1,19
17033981,2,98
17033985,1,19
17033985,2,19
17033987,1,1
17033987,2,19
17033988,1,1
17033988,2,99
17033991,1,98
17033991,3,1
17033992,1,1
17033992,2,19
17033993,1,99
17033993,2,20
17033994,1,98
17033994,2,19
17033998,1,1
17034002,1,19
17034002,2,19
17034004,1,19
17034004,2,19
17034005,1,20
17034005,2,19
17034007,1,19
17034007,2,19
17034008,1,19
17034021,1,19
17034021,2,1
17034024,1,19
17034024,2,1
17034026,1,19
17034026,2,19
17034039,1,19
17034039,2,19
17034040,1,19
17034040,2,19
17034042,1,1
17034042,2,1
17034042,2,23
17034050,1,19
17034050,2,1
17034050,2,23
17034054,1,99
17034054,2,1
17034068,1,1
17034068,2,1
17034070,1,19
17034070,2,1
17034073,1,1
17034073,2,1
17034074,1,19
17034074,2,19
17034076,1,1
17034076,2,1
17034078,1,20
17034078,2,19
17034079,1,1
17034079,2,19
17034081,1,99
17034081,3,23
17034082,1,99
17034082,2,19
17034084,1,1
17034084,2,19
17034085,1,20
17034085,2,20
17034089,1,99
17034091,1,19
17034091,2,19
17034092,1,19
17034092,2,1
17034092,2,23
17034092,3,98
17034093,1,99
17034095,1,19
17034095,2,19
17034097,1,19
17034097,2,19
17034098,1,1
17034098,2,19
17034102,1,19
17034102,2,19
17034103,1,1
17034103,2,19
17034106,1,99
17034107,1,99
17034107,2,19
17034110,1,19
17034110,2,50
17034110,2,55
17034111,1,19
17034111,2,19
17034126,1,23
17034126,2,74
17034130,1,99
17034130,2,19
17034132,1,19
17034132,2,19
17034136,1,1
17034136,2,1
17034138,1,19
17034138,2,19
17034138,3,19
17034140,1,1
17034140,2,1
17034141,1,99
17034141,2,20
17034143,1,19
17034143,2,19
17034144,1,19
17034144,2,98
17034146,1,19
17034146,2,19
17034154,1,1
17034154,2,19
17034155,1,19
17034155,2,1
17034164,1,19
17034164,2,99
17034165,1,20
17034165,2,1
17034166,1,19
17034166,2,19
17034168,1,99
17034168,2,99
17034178,1,19
17034180,1,99
17034180,3,1
17034180,4,1
17034182,1,19
17034182,2,99
17034183,1,21
17034183,2,1
17034184,1,99
17034184,2,19
17034192,1,99
17034192,2,19
17034194,1,19
17034194,2,19
17034200,1,1
17034200,2,98
17034202,1,19
17034202,2,19
17034211,1,19
17034211,3,1
17034211,3,21
17034212,1,1
17034212,2,19
17034214,1,19
17034214,2,19
17034216,1,19
17034220,1,1
17034220,2,19
17034221,1,19
17034221,2,19
17034221,3,98
17034223,1,99
17034224,1,19
17034224,2,1
17034224,3,19
17034232,1,19
17034232,2,19
17034236,1,19
17034236,2,19
17034239,1,1
17034239,2,19
17034240,1,20
17034240,2,19
17034244,1,1
17034244,2,23
17034247,1,1
17034247,2,19
17034248,1,99
17034248,2,19
17034250,1,19
17034250,2,19
17034250,3,19
17034253,1,19
17034253,2,1
17034256,1,19
17034256,2,19
17034258,1,19
17034258,2,1
17034259,1,1
17034266,1,20
17034266,2,1
17034269,1,20
17034269,2,19
17034270,1,99
17034272,1,1
17034272,2,1
17034272,2,23
17034272,3,1
17034272,4,19
17034276,1,19
17034276,2,1
17034287,1,99
17034287,2,19
17034288,1,19
17034288,2,1
17034291,1,19
17034291,2,19
17034295,1,19
17034295,2,19
17034295,3,19
17034297,1,1
17034297,2,20
17034303,1,98
17034303,2,1
17034305,1,99
17034305,2,23
17034305,3,19
17034306,1,1
17034306,2,19
17034308,1,19
17034308,2,98
17034309,1,19
17034309,2,1
17034310,1,19
17034311,1,99
17034311,2,98
17034313,1,19
17034313,2,1
17034313,2,48
17034314,1,20
17034314,2,19
17034318,1,20
17034318,2,1
17034322,1,1
17034323,1,19
17034323,3,19
17034324,1,19
17034324,2,19
17034325,1,20
17034325,2,1
17034326,1,19
17034326,2,1
17034327,1,19
17034327,2,1
17034328,1,19
17034328,2,19
17034329,1,99
17034329,2,98
17034331,1,19
17034331,2,1
17034332,1,1
17034332,2,20
17034335,1,1
17034335,1,21
17034335,2,19
17034338,1,99
17034338,2,19
17034345,1,1
17034345,2,1
17034348,1,19
17034348,2,19
17034349,1,99
17034350,1,19
17034350,2,19
17034352,1,20
17034352,2,1
17034353,1,20
17034353,2,19
17034356,1,1
17034356,2,1
17034358,1,19
17034358,2,20
17034361,1,1
17034365,1,19
17034365,2,20
17034366,1,1
17034366,2,19
17034371,1,99
17034371,2,19
17034374,1,20
17034374,2,20
17034375,1,1
17034375,2,23
17034376,1,19
17034376,2,20
17034385,1,19
17034385,2,19
17034393,1,98
17034393,2,1
17034395,1,99
17034396,1,19
17034396,2,1
17034398,1,1
17034402,1,19
17034402,2,1
17034402,3,49
17034407,1,19
17034407,2,19
17034411,1,99
17034412,1,19
17034412,2,98
17034413,1,19
17034414,1,20
17034414,2,19
17034415,1,99
17034415,3,1
17034419,1,19
17034419,2,1
17034419,3,19
17034421,1,19
17034421,2,19
17034422,1,99
17034422,2,1
17034423,1,19
17034423,2,19
17034425,1,19
17034425,2,19
17034427,1,1
17034428,1,19
17034428,2,20
17034430,1,19
17034430,2,20
17034430,3,19
17034433,1,19
17034433,3,98
17034434,1,20
17034434,2,19
17034436,1,19
17034437,1,19
17034437,2,1
17034439,1,19
17034439,2,19
17034439,3,19
17034440,1,23
17034451,1,1
17034451,2,1
17034457,1,19
17034457,2,19
17034458,1,20
17034458,2,1
17034464,1,1
17034464,2,19
17034465,1,1
17034465,2,19
17034468,1,20
17034468,2,19
17034469,1,19
17034469,2,1
17034473,1,20
17034473,2,19
17034479,1,19
17034479,2,19
17034480,1,99
17034480,2,1
17034481,1,20
17034481,2,1
17034482,1,23
17034482,2,1
17034484,1,1
17034484,2,1
17034485,1,19
17034485,2,19
17034488,1,19
17034488,2,19
17034491,1,19
17034491,2,1
17034492,1,99
17034492,2,19
17034493,1,19
17034493,2,19
17034495,1,19
17034495,2,1
17034496,1,19
17034496,2,19
17034497,1,19
17034497,2,19
17034503,1,19
17034504,1,20
17034504,2,19
17034508,1,1
17034508,2,1
17034509,1,99
17034509,2,19
17034510,1,19
17034510,2,19
17034513,1,99
17034513,2,19
17034514,1,98
17034514,2,19
17034516,1,19
17034518,1,1
17034518,2,19
17034527,1,19
17034527,2,1
17034527,3,1
17034531,1,99
17034532,1,19
17034532,2,19
17034534,1,99
17034534,2,19
17034535,1,19
17034535,2,19
17034536,1,1
17034536,2,20
17034537,1,19
17034537,2,19
17034538,1,19
17034538,2,19
17034539,1,1
17034539,2,19
17034539,3,98
17034539,4,1
17034540,1,19
17034540,2,19
17034541,1,19
17034541,2,1
17034542,1,1
17034542,2,19
17034542,3,19
17034543,1,19
17034543,2,1
17034544,1,19
17034544,2,98
17034544,3,19
17034545,1,1
17034545,3,19
17034549,1,20
17034549,2,19
17034550,1,19
17034550,3,19
17034560,1,19
17034560,2,1
17034563,1,19
17034563,2,19
17034565,1,99
17034565,2,19
17034567,1,20
17034568,1,99
17034568,2,19
17034569,1,19
17034569,2,1
17034571,1,1
17034571,2,19
17034571,3,98
17034572,1,1
17034572,2,1
17034573,1,19
17034573,2,50
17034573,2,66
17034573,2,69
17034574,1,1
17034576,1,1
17034577,1,19
17034577,2,49
17034578,1,19
17034578,2,1
17034579,1,1
17034579,2,1
17034580,1,19
17034581,1,1
17034585,1,19
17034585,2,19
17034586,1,21
17034586,1,22
17034586,2,19
17034587,1,19
17034587,2,19
17034588,1,19
17034592,1,19
17034592,2,19
17034597,1,23
17034597,2,1
17034598,1,1
17034598,2,1
17034601,1,19
17034602,1,20
17034602,2,19
17034611,1,19
17034611,2,19
17034611,3,19
17034611,4,19
17034614,1,19
17034614,2,19
17034620,1,19
17034620,2,1
17034624,1,99
17034625,1,99
17034625,2,19
17034626,1,98
17034626,3,19
17034628,1,19
17034629,1,98
17034629,2,1
17034630,1,99
17034630,2,19
17034631,1,98
17034631,2,19
17034631,3,19
17034631,4,19
17034633,1,19
17034633,2,19
17034634,1,1
17034634,2,1
17034635,1,19
17034635,2,19
17034635,3,21
17034636,1,19
17034636,2,1
17034637,1,1
17034637,2,19
17034640,1,98
17034640,2,19
17034641,1,19
17034641,2,19
17034646,1,1
17034646,2,1
17034647,1,19
17034647,2,19
17034648,1,19
17034648,2,19
17034652,1,1
17034652,2,19
17034654,1,20
17034654,2,19
17034655,1,19
17034655,2,19
17034655,3,20
17034658,1,1
17034658,2,19
17034661,1,99
17034662,1,1
17034662,2,29
17034666,1,99
17034666,2,99
17034668,1,20
17034668,2,98
17034668,3,20
17034668,4,20
17034677,1,19
17034677,2,98
17034678,1,19
17034678,2,98
17034679,1,19
17034679,2,1
17034680,1,19
17034680,2,19
17034681,1,19
17034681,2,20
17034682,1,1
17034682,2,1
17034687,1,99
17034688,1,1
17034688,2,19
17034690,1,19
17034690,3,98
17034691,1,1
17034691,2,1
17034692,1,19
17034692,2,19
17034696,1,98
17034696,2,1
17034702,1,99
17034705,1,1
17034705,2,19
17034706,1,19
17034706,2,19
17034707,1,19
17034707,2,19
17034710,1,19
17034710,2,20
17034711,1,99
17034712,1,19
17034712,2,20
17034713,1,19
17034713,2,1
17034715,1,98
17034715,3,20
17034717,1,19
17034717,2,1
17034718,1,1
17034723,1,99
17034723,2,19
17034724,1,19
17034724,2,19
17034727,1,20
17034727,2,20
17034731,1,1
17034731,2,1
17034735,1,19
17034735,3,1
17034741,1,99
17034741,2,19
17034742,1,20
17034742,2,19
17034745,1,20
17034745,2,98
17034747,1,19
17034747,2,20
17034747,3,19
17034748,1,99
17034749,1,98
17034749,2,19
17034751,1,99
17034752,1,19
17034752,2,19
17034757,1,20
17034757,2,19
17034758,1,99
17034758,2,19
17034760,1,99
17034769,1,99
17034769,2,19
17034770,1,19
17034770,2,1
17034770,3,19
17034771,1,20
17034771,2,19
17034774,1,19
17034774,2,19
17034776,1,98
17034776,2,19
17034788,1,1
17034789,1,99
17034789,2,19
17034789,3,19
17034789,4,19
17034789,5,99
17034792,1,19
17034812,1,20
17034812,2,98
17034817,1,98
17034817,2,19
17034820,1,19
17034820,2,19
17034821,1,19
17034821,2,19
17034823,1,99
17034823,2,1
17034824,1,20
17034824,2,19
17034825,1,19
17034825,2,19
17034826,1,99
17034826,2,19
17034826,3,19
17034827,1,19
17034827,2,1
17034828,1,99
17034828,2,19
17034829,1,19
17034829,2,1
17034830,1,1
17034830,2,19
17034834,1,99
17034834,2,20
17034846,1,19
17034846,2,1
17034849,1,99
17034850,1,1
17034850,2,19
17034854,1,1
17034855,1,99
17034855,2,19
17034856,1,99
17034856,2,1
17034857,1,99
17034857,2,19
17034858,1,98
17034858,2,1
17034859,1,19
17034859,2,19
17034861,1,19
17034861,2,19
17034862,1,99
17034862,2,20
17034866,1,1
17034866,2,1
17034870,1,1
17034870,2,1
17034883,1,20
17034883,2,19
17034884,1,19
17034884,2,19
17034886,1,19
17034886,2,1
17034889,1,23
17034889,2,19
17034892,1,1
17034892,2,19
17034893,1,19
17034893,2,19
17034896,1,1
17034896,2,1
17034901,1,20
17034901,2,19
17034908,1,19
17034908,2,20
17034908,3,98
17034908,4,1
17034909,1,19
17034909,2,1
17034914,1,98
17034914,2,1
17034919,1,1
17034919,2,19
17034921,1,98
17034921,2,19
17034922,1,19
17034928,1,19
17034928,2,19
17034928,3,19
17034929,1,19
17034930,1,19
17034930,2,98
17034931,1,20
17034931,2,1
17034932,1,19
17034932,2,19
17034933,1,20
17034933,2,1
17034934,1,1
17034934,2,19
17034937,1,1
17034939,1,19
17034939,2,19
17034941,1,21
17034941,1,22
17034941,2,1
17034941,3,48
17034941,3,66
17034941,3,67
17034944,1,99
17034946,1,20
17034946,2,20
17034947,1,19
17034949,1,1
17034949,2,20
17034950,1,1
17034950,1,21
17034950,2,21
17034951,1,23
17034952,1,19
17034953,1,98
17034953,2,19
17034954,1,19
17034954,2,49
17034955,1,99
17034955,2,98
