Crash_ID,Unit_Nbr,Drvr_Lic_Endors_ID
17435108,1,96
17435108,2,96
17435135,1,99
17435139,1,96
17435139,2,96
17435140,1,96
17435140,3,8
17435141,1,96
17435141,2,96
17435144,1,96
17435144,2,96
17435146,1,96
17435146,2,98
17435150,1,96
17435152,1,96
17435152,2,96
17435155,1,8
17435155,2,96
17435157,1,96
17435157,2,8
17435170,1,8
17435170,2,96
17435171,1,96
17435171,2,96
17435178,1,96
17435178,2,96
17435184,1,3
17435184,1,6
17435184,2,96
17435187,1,96
17435187,2,96
17435191,1,96
17435191,2,96
17435193,1,99
17435193,2,96
17435216,1,96
17435216,2,96
17435216,3,96
17435225,1,96
17435225,2,96
17435230,1,8
17435230,2,96
17435238,1,96
17435238,2,96
17435239,1,8
17435239,2,96
17435240,1,8
17435240,2,96
17435241,1,98
17435241,2,96
17435242,1,96
17435242,2,96
17435244,1,96
17435244,2,96
17435246,1,96
17435246,2,96
17435258,1,96
17435267,1,96
17435267,2,96
17435269,1,96
17435269,2,96
17435273,1,96
17435273,2,96
17435274,1,96
17435274,2,96
17435277,1,3
17435277,4,96
17435281,1,96
17435281,2,96
17435283,1,99
17435283,2,96
17435301,1,96
17435301,2,96
17435301,3,96
17435305,1,96
17435308,1,96
17435308,2,96
17435318,1,96
17435318,2,96
17435319,1,96
17435323,1,96
17435323,2,96
17435323,3,96
17435326,1,96
17435326,2,7
17435329,1,99
17435329,2,96
17435331,1,96
17435331,2,96
17435334,1,96
17435334,2,96
17435337,1,8
17435339,1,96
17435339,2,96
17435342,1,96
17435343,1,96
17435343,2,8
17435343,3,96
17435345,1,96
17435345,2,96
17435347,1,96
17435347,2,96
17435352,1,96
17435352,2,96
17435353,1,96
17435353,2,99
17435359,1,8
17435359,2,8
17435389,1,99
17435389,3,96
17435391,1,8
17435391,2,96
17435392,1,99
17435407,1,8
17435410,1,96
17435410,2,96
17435417,1,96
17435417,2,99
17435419,1,96
17435419,2,96
17435421,1,96
17435421,2,96
17435422,1,96
17435422,2,96
17435424,1,96
17435424,2,96
17435447,1,99
17435447,2,99
17435448,1,96
17435448,2,96
17435449,1,96
17435450,1,99
17435451,1,96
17435451,2,3
17435457,1,8
17435457,2,96
17435457,3,96
17435462,1,96
17435462,2,96
17435464,1,96
17435464,2,96
17435464,3,8
17435469,1,8
17435469,2,8
17435472,1,96
17435472,2,96
17435478,1,96
17435478,2,96
17435480,1,96
17435480,2,96
17435480,3,96
17435488,1,96
17435488,2,96
17435492,1,99
17435492,2,96
17435508,1,96
17435508,2,96
17435513,1,96
17435518,1,96
17435518,2,96
17435521,1,96
17435521,2,96
17435522,1,96
17435527,1,96
17435532,1,3
17435532,1,6
17435532,3,96
17435533,1,96
17435533,2,96
17435545,1,96
17435545,2,96
17435546,1,96
17435546,2,96
17435553,1,99
17435558,1,96
17435558,2,96
17435559,1,96
17435559,2,96
17435561,1,99
17435561,2,96
17435562,1,99
17435564,1,96
17435564,3,96
17435569,1,96
17435569,2,96
17435569,3,96
17435571,1,96
17435571,2,96
17435574,1,96
17435574,3,96
17435579,1,96
17435579,2,96
17435587,1,96
17435588,1,99
17435591,1,96
17435591,2,99
17435596,1,96
17435596,2,96
17435599,1,99
17435599,2,96
17435603,1,96
17435603,2,96
17435606,1,99
17435606,2,96
17435607,1,96
17435607,2,96
17435607,3,96
17435608,1,96
17435608,2,96
17435609,1,96
17435609,2,96
17435610,1,96
17435612,1,8
17435613,1,96
17435613,2,96
17435614,1,96
17435614,2,96
17435618,1,96
17435618,2,96
17435618,3,96
17435619,1,96
17435619,2,96
17435621,1,96
17435623,1,99
17435623,2,96
17435625,1,3
17435625,1,6
17435625,3,96
17435645,1,2
17435645,1,5
17435645,2,96
17435646,1,96
17435646,3,96
17435649,1,96
17435649,2,96
17435651,1,96
17435669,1,99
17435670,1,96
17435670,2,96
17435670,3,96
17435671,1,96
17435672,1,99
17435672,2,96
17435673,1,96
17435673,2,3
17435673,2,4
17435673,2,6
17435677,1,96
17435677,2,98
17435689,1,96
17435689,2,8
17435693,1,96
17435693,2,8
17435694,1,96
17435694,2,96
17435702,1,96
17435702,2,96
17435708,1,96
17435708,2,96
17435710,1,96
17435710,2,98
17435714,1,99
17435718,1,96
17435719,1,96
17435719,2,96
17435719,3,96
17435721,1,8
17435721,2,96
17435723,1,99
17435723,2,8
17435724,1,8
17435724,2,96
17435724,3,96
17435726,1,96
17435726,2,96
17435728,1,96
17435728,2,96
17435730,1,96
17435730,2,99
17435732,1,96
17435733,1,96
17435733,2,96
17435733,3,96
17435733,4,96
17435734,1,96
17435734,2,96
17435737,1,96
17435737,2,96
17435738,1,8
17435739,1,96
17435739,2,96
17435740,1,8
17435740,2,96
17435743,1,96
17435744,1,96
17435744,2,96
17435745,1,99
17435747,1,99
17435747,2,98
17435750,1,2
17435750,2,2
17435753,1,96
17435753,3,96
17435754,1,96
17435754,2,8
17435756,1,96
17435756,2,96
17435759,1,8
17435759,2,8
17435762,1,96
17435762,2,96
17435763,1,96
17435764,1,96
17435764,2,96
17435768,1,96
17435768,2,96
17435771,1,96
17435771,2,96
17435773,1,96
17435773,2,2
17435773,2,5
17435775,1,96
17435775,2,96
17435779,1,96
17435779,2,96
17435788,1,96
17435788,2,96
17435792,1,99
17435792,2,96
17435795,1,99
17435795,2,96
17435802,1,99
17435803,1,96
17435803,2,96
17435807,1,8
17435807,2,96
17435808,1,99
17435808,2,2
17435810,1,99
17435810,2,96
17435811,1,96
17435811,2,96
17435813,1,96
17435816,1,99
17435816,2,96
17435817,1,99
17435817,2,96
17435819,1,96
17435819,3,96
17435822,1,96
17435822,2,99
17435823,1,96
17435823,2,96
17435824,1,99
17435824,2,96
17435834,1,96
17435834,2,96
17435839,1,8
17435840,1,96
17435840,2,8
17435846,1,96
17435846,2,96
17435847,1,96
17435849,1,96
17435864,1,96
17435864,2,96
17435869,1,99
17435869,2,99
17435872,1,96
17435872,2,3
17435872,2,4
17435872,2,6
17435873,1,96
17435873,2,96
17435874,1,96
17435874,2,96
17435878,1,96
17435878,2,96
17435882,1,96
17435882,2,96
17435886,1,96
17435888,1,96
17435888,2,96
17435890,1,96
17435891,1,96
17435891,2,96
17435895,1,96
17435895,2,96
17435920,1,96
17435920,2,96
17435921,1,96
17435922,1,2
17435922,1,5
17435922,2,96
17435923,1,96
17435923,2,96
17435927,1,96
17435927,3,96
17435934,1,99
17435934,2,96
17435935,1,8
17435935,2,96
17435937,1,96
17435937,2,96
17435938,1,96
17435938,2,96
17435940,1,96
17435944,1,96
17435944,2,96
17435950,1,8
17435950,2,98
17435966,1,96
17435968,1,96
17435969,1,8
17435969,2,96
17435972,1,96
17435972,2,96
17435976,1,8
17435976,2,96
17435976,3,96
17435976,4,96
17435979,1,96
17435984,1,96
17435984,2,96
17435988,1,96
17435988,2,96
17435999,1,96
17436000,1,96
17436000,2,96
17436001,1,96
17436002,1,96
17436002,2,96
17436003,1,99
17436003,2,96
17436006,1,96
17436006,2,96
17436007,1,8
17436013,1,96
17436013,2,96
17436019,1,96
17436019,2,96
17436022,1,8
17436022,2,96
17436030,1,96
17436030,2,96
17436032,1,8
17436032,2,2
17436032,2,5
17436047,1,98
17436048,1,8
17436051,1,96
17436051,2,96
17436059,1,8
17436060,1,99
17436063,1,96
17436063,2,96
17436071,1,96
17436071,2,96
17436076,1,96
17436076,2,96
17436076,3,96
17436077,1,99
17436082,1,96
17436083,1,96
17436083,2,96
17436088,1,96
17436088,2,8
17436091,1,99
17436091,2,2
17436091,2,3
17436091,2,6
17436099,1,96
17436102,1,96
17436116,1,8
17436116,2,96
17436118,1,96
17436125,1,99
17436125,2,96
17436126,1,8
17436126,2,96
17436127,1,96
17436127,2,96
17436128,1,96
17436128,2,96
17436129,1,96
17436129,2,98
17436130,1,96
17436130,2,96
17436132,1,96
17436132,2,96
17436134,1,99
17436134,2,99
17436135,1,98
17436135,2,8
17436136,1,98
17436136,2,96
17436137,1,98
17436137,2,96
17436138,1,96
17436139,1,99
17436139,2,96
17436140,1,96
17436140,2,99
17436141,1,96
17436142,1,96
17436142,2,96
17436143,1,98
17436143,2,96
17436151,1,96
17436151,2,96
17436153,1,96
17436153,2,96
17436160,1,96
17436160,2,96
17436162,1,96
17436162,2,96
17436166,1,99
17436168,1,96
17436168,2,98
17436170,1,96
17436170,2,96
17436170,3,96
17436171,1,96
17436171,2,96
17436172,1,96
17436172,2,96
17436172,3,8
17436175,1,96
17436175,2,96
17436179,1,96
17436179,2,96
17436181,1,96
17436181,2,96
17436183,1,96
17436185,1,96
17436185,2,96
17436189,1,96
17436191,1,96
17436192,1,96
17436192,2,96
17436215,1,96
17436215,2,96
17436216,1,96
17436216,2,96
17436217,1,96
17436217,2,98
17436221,1,96
17436221,2,96
17436222,1,96
17436222,2,96
17436232,1,96
17436232,2,96
17436241,1,96
17436241,2,96
17436242,1,96
17436242,2,96
17436243,1,96
17436243,2,98
17436244,1,96
17436244,2,96
17436245,1,96
17436245,2,96
17436248,1,2
17436248,1,3
17436248,1,6
17436248,3,96
17436270,1,96
17436270,2,8
17436273,1,96
17436273,2,96
17436279,1,96
17436279,2,96
17436279,3,96
17436281,1,99
17436281,2,96
17436292,1,99
17436293,1,99
17436297,1,96
17436297,2,8
17436299,1,96
17436300,1,96
17436300,2,96
17436305,1,96
17436305,2,96
17436308,1,99
17436308,2,96
17436311,1,96
17436311,2,96
17436321,1,96
17436321,2,96
17436323,1,96
17436323,2,8
17436325,1,8
17436325,2,8
17436329,1,96
17436331,1,2
17436331,1,5
17436331,2,96
17436336,1,96
17436336,2,96
17436337,1,96
17436337,2,96
17436338,1,96
17436341,1,96
17436341,2,96
17436348,1,96
17436349,1,96
17436349,2,96
17436351,1,96
17436351,2,96
17436356,1,96
17436356,2,3
17436365,1,3
17436365,1,6
17436365,2,96
17436370,1,96
17436371,1,96
17436375,1,8
17436375,2,96
17436376,1,96
17436377,1,8
17436377,2,8
17436380,1,96
17436380,2,96
17436381,1,96
17436381,2,8
17436383,1,96
17436383,2,96
17436393,1,96
17436400,1,96
17436400,2,96
17436404,1,96
17436404,2,96
17436408,1,96
17436410,1,96
17436411,1,96
17436411,2,96
17436413,1,96
17436413,2,96
17436423,1,96
17436423,2,96
17436424,1,96
17436424,2,96
17436425,1,96
17436425,2,96
17436426,1,96
17436426,2,96
17436427,1,96
17436427,2,8
17436430,1,96
17436431,1,99
17436431,2,96
17436433,1,96
17436433,2,96
17436436,1,96
17436436,2,96
17436446,1,96
17436446,2,96
17436457,1,96
17436457,2,96
17436460,1,96
17436460,2,96
17436464,1,96
17436464,2,96
17436471,1,8
17436471,2,96
17436472,1,96
17436472,2,96
17436473,1,96
17436473,2,96
17436474,1,96
17436474,2,96
17436475,1,2
17436475,1,5
17436476,1,99
17436476,2,96
17436476,3,96
17436476,4,96
17436476,5,99
17436477,1,96
17436477,2,8
17436478,1,96
17436478,2,96
17436479,1,98
17436479,3,8
17436480,1,96
17436480,2,8
17436481,1,96
17436481,2,96
17436481,3,96
17436482,1,96
17436482,2,96
17436483,1,99
17436483,2,96
17436484,1,96
17436484,2,96
17436485,1,96
17436486,1,96
17436487,1,96
17436487,2,8
17436488,1,8
17436488,2,96
17436500,1,96
17436500,2,3
17436500,2,4
17436500,2,6
17436502,1,96
17436502,2,96
17436502,3,96
17436510,1,96
17436519,1,96
17436519,2,8
17436521,1,99
17436521,2,96
17436532,1,96
17436532,2,96
17436532,3,96
17436532,4,96
17436541,1,96
17436541,2,96
17436541,3,96
17436545,1,96
17436545,2,96
17436546,1,96
17436546,2,96
17436547,1,96
17436547,2,96
17436548,1,96
17436548,2,96
17436549,1,96
17436549,2,2
17436549,2,3
17436549,2,5
17436549,2,6
17436550,1,96
17436550,2,96
17436551,1,96
17436552,1,99
17436552,2,96
17436553,1,96
17436553,2,96
17436580,1,96
17436580,2,96
17436587,1,96
17436587,2,96
17436590,1,96
17436610,1,96
17436610,2,96
17436612,1,96
17436648,1,99
17436648,2,96
17436658,1,8
17436658,2,96
17436661,1,96
17436661,2,96
17436664,1,96
17436664,2,96
17436667,1,99
17436667,2,3
17436673,1,96
17436673,2,96
17436674,1,96
17436674,2,96
17436674,3,96
17436682,1,96
17436682,2,96
17436682,3,96
17436682,4,96
17436688,1,8
17436688,2,96
17436688,3,96
17436690,1,99
17436690,2,96
17436692,1,96
17436692,2,96
17436696,1,99
17436696,3,96
17436699,1,96
17436699,3,96
17436707,1,96
17436707,2,96
17436712,1,96
17436712,2,96
17436712,3,96
17436714,1,96
17436714,2,8
17436716,1,96
17436716,2,96
17436717,1,96
17436717,2,96
17436717,3,96
17436718,1,96
17436718,2,96
17436719,1,99
17436720,1,96
17436723,1,8
17436723,2,96
17436723,3,99
17436725,1,96
17436725,2,96
17436726,1,96
17436726,2,96
17436727,1,96
17436731,1,96
17436731,2,96
17436732,1,96
17436732,2,96
17436733,1,96
17436735,1,96
17436735,2,96
17436737,1,96
17436741,1,96
17436741,2,96
17436755,1,96
17436755,2,3
17436758,1,96
17436758,2,96
17436759,1,8
17436759,2,96
17436760,1,8
17436760,2,8
17436761,1,99
17436761,2,96
17436763,1,96
17436763,2,96
17436765,1,96
17436765,2,96
17436765,3,96
17436765,4,99
17436766,1,96
17436766,2,96
17436770,1,96
17436770,2,96
17436771,1,96
17436771,2,96
17436775,1,96
17436775,2,96
17436777,1,96
17436777,2,96
17436777,3,96
17436779,1,8
17436779,2,96
17436780,1,99
17436784,1,99
17436784,3,99
17436789,1,96
17436789,2,96
17436790,1,96
17436790,2,96
17436801,1,96
17436801,2,99
17436806,1,96
17436808,1,8
17436808,2,96
17436812,1,99
17436812,2,96
17436813,1,96
17436813,2,96
17436816,1,96
17436816,2,96
17436818,1,99
17436819,1,96
17436819,2,96
17436821,1,96
17436821,2,96
17436828,1,96
17436828,2,96
17436836,1,96
17436836,2,2
17436838,1,96
17436842,1,8
17436842,2,96
17436845,1,96
17436845,2,96
17436845,3,96
17436846,1,96
17436846,2,96
17436847,1,96
17436847,2,96
17436852,1,8
17436852,2,96
17436853,1,96
17436853,2,96
17436857,1,96
17436857,2,96
17436859,1,96
17436859,2,96
17436860,1,96
17436860,2,96
17436861,1,98
17436861,2,99
17436863,1,3
17436867,1,96
17436867,2,96
17436872,1,96
17436872,2,96
17436876,1,96
17436876,2,96
17436879,1,96
17436879,2,96
17436881,1,8
17436881,2,96
17436884,1,96
17436884,2,96
17436887,1,96
17436887,2,3
17436888,1,96
17436888,2,96
17436888,3,96
17436895,1,96
17436895,2,96
17436909,1,8
17436909,2,96
17436910,1,96
17436910,2,96
17436910,3,96
17436910,4,96
17436911,1,98
17436911,2,8
17436913,1,96
17436913,2,96
17436914,1,99
17436914,2,96
17436924,1,96
17436924,2,96
17436931,1,99
17436931,2,96
17436931,3,99
17436932,1,96
17436932,2,96
17436936,1,99
17436936,2,96
17436943,1,96
17436943,2,96
17436948,1,96
17436948,2,96
17436949,1,96
17436949,2,96
17436951,1,96
17436951,2,96
17436951,3,96
17436953,1,8
17436954,1,99
17436954,2,96
17436956,1,96
17436956,2,98
17436959,1,96
17436959,2,8
17436962,1,96
17436962,2,96
17436963,1,96
17436963,2,96
17436969,1,96
17436969,2,96
17436970,1,96
17436970,2,96
17436971,1,96
17436971,2,96
17436972,1,96
17436972,2,96
17436972,3,96
17436973,1,96
17436973,2,96
17436987,1,96
17436987,2,96
17436987,3,96
17436989,1,96
17436989,2,96
17436990,1,99
17436990,2,96
17436996,1,96
17436996,2,96
17437004,1,96
17437004,2,96
17437010,1,96
17437010,2,96
17437018,1,96
17437018,2,96
17437022,1,96
17437022,2,96
17437023,1,96
17437023,2,96
17437023,3,8
17437024,1,96
17437024,2,8
17437025,1,96
17437025,2,96
17437026,1,3
17437026,3,96
17437027,1,96
17437028,1,96
17437028,2,96
17437029,1,99
17437029,2,96
17437030,1,96
17437031,1,96
17437031,2,96
17437032,1,96
17437032,2,96
17437033,1,96
17437033,2,96
17437034,1,96
17437034,2,96
17437044,1,96
17437044,2,96
17437046,1,8
17437046,2,96
17437057,1,8
17437057,2,96
17437058,1,96
17437058,2,96
17437060,1,99
17437060,2,96
17437064,1,96
17437064,2,96
17437066,1,96
17437066,2,96
17437071,1,99
17437071,2,96
17437072,1,96
17437072,2,96
17437073,1,96
17437073,2,98
17437073,3,96
17437076,1,96
17437076,2,96
17437077,1,96
17437078,1,96
17437078,2,96
17437078,3,96
17437079,1,96
17437079,2,96
17437081,1,96
17437081,2,96
17437081,3,96
17437091,1,96
17437091,3,96
17437097,1,96
17437097,2,96
17437098,1,96
17437098,2,96
17437099,1,8
17437099,2,96
17437103,1,96
17437103,3,96
17437107,1,99
17437107,2,96
17437111,1,96
17437111,2,96
17437113,1,98
17437113,2,96
17437114,1,96
17437114,2,96
17437116,1,96
17437116,2,96
17437118,1,96
17437118,2,96
17437120,1,96
17437120,2,7
17437121,1,96
17437121,2,96
17437123,1,96
17437123,2,98
17437125,1,99
17437125,2,96
17437125,3,96
17437127,1,96
17437127,2,98
17437128,1,96
17437128,2,96
17437129,1,98
17437129,2,8
17437132,1,96
17437132,2,2
17437132,2,7
17437133,1,8
17437133,2,96
17437139,1,96
17437139,2,96
17437140,1,96
17437140,2,8
17437141,1,96
17437141,2,96
17437146,1,8
17437146,2,96
17437150,1,8
17437152,1,96
17437152,2,96
17437152,3,96
17437154,1,96
17437154,2,96
17437155,1,96
17437155,2,96
17437159,1,96
17437159,2,96
17437160,1,8
17437160,2,96
17437160,3,96
17437161,1,96
17437161,2,96
17437163,1,99
17437167,1,96
17437167,2,96
17437169,1,2
17437169,1,3
17437169,1,6
17437169,2,96
17437178,1,96
17437178,2,96
17437180,1,96
17437180,2,96
17437181,1,96
17437181,2,96
17437185,1,96
17437185,2,96
17437188,1,99
17437191,1,96
17437193,1,96
17437193,2,96
17437195,1,96
17437195,2,96
17437196,1,96
17437196,2,96
17437197,1,96
17437197,2,96
17437203,1,96
17437204,1,8
17437206,1,96
17437206,3,96
17437209,1,96
17437209,2,96
17437211,1,96
17437214,1,96
17437214,2,96
17437219,1,96
17437219,2,96
17437221,1,96
17437221,2,96
17437226,1,99
17437226,2,96
17437227,1,96
17437227,2,2
17437227,2,5
17437228,1,96
17437228,2,96
17437229,1,96
17437229,2,2
17437232,1,99
17437232,2,8
17437233,1,96
17437233,2,96
17437233,3,96
17437234,1,96
17437234,2,96
17437235,1,8
17437235,2,96
17437240,1,8
17437240,2,96
17437240,3,96
17437241,1,8
17437241,2,96
17437245,1,8
17437245,2,96
17437253,1,8
17437253,2,96
17437254,1,96
17437254,2,96
17437256,1,8
17437256,2,96
17437258,1,96
17437258,2,96
17437259,1,8
17437259,2,96
17437259,3,96
17437260,1,8
17437260,2,96
17437262,1,96
17437262,2,96
17437265,1,99
17437266,1,96
17437266,2,96
17437266,3,96
17437267,1,96
17437267,2,96
17437267,3,96
17437268,1,96
17437268,2,96
17437271,1,96
17437271,2,96
17437275,1,96
17437275,2,96
17437280,1,8
17437280,2,8
17437281,1,99
17437281,2,96
17437282,1,96
17437282,2,96
17437282,3,99
17437289,1,96
17437289,3,96
17437290,1,96
17437290,2,96
17437302,1,96
17437302,2,8
17437303,1,96
17437303,2,99
17437304,1,96
17437304,2,96
17437312,1,99
17437313,1,96
17437313,2,96
17437314,1,8
17437315,1,96
17437315,2,96
17437317,1,96
17437317,2,96
17437318,1,99
17437318,2,96
17437319,1,8
17437319,2,96
17437321,1,99
17437321,2,96
17437323,1,96
17437323,2,96
17437324,1,99
17437324,2,96
17437328,1,96
17437328,2,96
17437333,1,96
17437333,3,8
17437339,1,96
17437339,2,96
17437352,1,96
17437352,2,96
17437352,3,96
17437353,1,8
17437353,2,96
17437355,1,96
17437355,2,96
17437356,1,96
17437356,2,96
17437357,1,96
17437357,2,8
17437358,1,96
17437358,2,96
17437369,1,96
17437369,2,8
17437370,1,96
17437370,2,96
17437379,1,96
17437379,2,96
17437379,3,96
17437385,1,99
17437385,2,96
17437394,1,99
17437394,2,96
17437394,3,96
17437396,1,96
17437396,2,96
17437400,1,96
17437400,2,96
17437401,1,96
17437407,1,96
17437407,2,96
17437409,1,96
17437409,2,8
17437413,1,98
17437413,2,96
17437416,1,8
17437416,2,96
17437420,1,96
17437420,2,96
17437428,1,99
17437428,2,96
17437432,1,96
17437433,1,96
17437435,1,96
17437435,2,96
17437437,1,96
17437437,3,96
17437438,1,3
17437438,3,96
17437452,1,99
17437459,1,96
17437459,2,96
17437464,1,96
17437464,2,96
17437466,1,99
17437466,2,96
17437469,1,96
17437469,2,96
17437469,3,96
17437469,4,96
17437471,1,96
17437471,2,96
17437471,3,96
17437473,1,96
17437473,2,96
17437475,1,8
17437475,2,96
17437478,1,3
17437478,1,4
17437478,1,6
17437478,2,4
17437478,2,6
17437480,1,96
17437483,1,96
17437483,2,96
17437488,1,96
17437488,2,96
17437491,1,96
17437491,2,8
17437497,1,96
17437497,2,96
17437499,1,96
17437499,2,96
17437505,1,96
17437505,2,96
17437509,1,99
17437509,2,96
17437511,1,96
17437511,2,96
17437512,1,99
17437513,1,96
17437516,1,99
17437516,2,96
17437517,1,96
17437517,2,96
17437518,1,8
17437518,2,96
17437519,1,96
17437519,2,96
17437520,1,96
17437520,2,96
17437521,1,96
17437521,2,96
17437523,1,96
17437523,2,96
17437525,1,99
17437525,2,96
17437527,1,3
17437527,1,6
17437527,2,96
17437528,1,96
17437528,2,96
17437529,1,99
17437530,1,96
17437530,2,98
17437532,1,96
17437532,2,96
17437534,1,96
17437534,2,96
17437537,1,96
17437537,2,96
17437538,1,96
17437538,2,8
17437539,1,96
17437539,2,96
17437540,1,96
17437542,1,96
17437545,1,96
17437545,2,96
17437546,1,96
17437546,2,96
17437547,1,96
17437548,1,96
17437548,2,98
17437549,1,96
17437549,2,96
17437550,1,96
17437550,2,96
17437551,1,96
17437551,2,8
17437552,1,96
17437552,2,96
17437553,1,96
17437553,2,96
17437557,1,8
17437557,2,96
17437559,1,96
17437559,2,96
17437561,1,96
17437561,2,96
17437562,1,99
17437562,2,96
17437563,1,8
17437564,1,96
17437564,2,96
17437566,1,96
17437566,2,96
17437569,1,96
17437569,2,96
17437569,3,96
17437570,1,96
17437570,2,96
17437573,1,96
17437573,2,96
17437573,3,96
17437575,1,96
17437575,2,96
17437575,3,96
17437576,1,96
17437576,2,98
17437577,1,96
17437579,1,99
17437579,2,96
17437580,1,96
17437580,2,96
17437583,1,96
17437583,2,96
17437584,1,98
17437584,2,96
17437585,1,96
17437585,2,96
17437586,1,96
17437586,2,96
17437587,1,99
17437587,2,96
17437588,1,99
17437588,2,96
17437591,1,99
17437592,1,96
17437593,1,96
17437593,2,96
17437594,1,96
17437594,2,96
17437594,3,96
17437596,1,8
17437600,1,96
17437600,2,7
17437600,3,96
17437603,1,96
17437603,2,96
17437606,1,96
17437606,2,96
17437607,1,3
17437607,3,96
17437610,1,96
17437610,2,96
17437614,1,96
17437614,2,8
17437616,1,99
17437617,1,96
17437618,1,8
17437618,2,96
17437622,1,96
17437622,2,96
17437622,3,96
17437630,1,96
17437630,2,96
17437631,1,96
17437631,2,96
17437632,1,96
17437632,2,8
17437635,1,96
17437635,2,96
17437637,1,96
17437639,1,96
17437639,2,98
17437640,1,8
17437640,2,96
17437642,1,99
