Crash_ID,Unit_Nbr,Prsn_Nbr,Prsn_Type_ID,Prsn_Occpnt_Pos_ID,Prsn_Injry_Sev_ID,Prsn_Age,Prsn_Ethnicity_ID,Prsn_Gndr_ID,Prsn_Ejct_ID,Prsn_Rest_ID,Prsn_Airbag_ID,Prsn_Helmet_ID,Prsn_Sol_Fl,Prsn_Alc_Spec_Type_ID,Prsn_Alc_Rslt_ID,Prsn_Bac_Test_Rslt,Prsn_Drg_Spec_Type_ID,Prsn_Drg_Rslt_ID,Prsn_Death_Time,Sus_Serious_Injry_Cnt,Nonincap_Injry_Cnt,Poss_Injry_Cnt,Non_Injry_Cnt,Unkn_Injry_Cnt,Tot_Injry_Cnt,Death_Cnt
17237023,1,5,2,5,3,17,2,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237023,1,6,2,6,3,16,2,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237023,1,7,2,7,3,15,2,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237023,1,8,2,9,3,15,2,1,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237023,2,2,2,4,3,10,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237023,2,3,2,3,3,15,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237023,2,4,2,5,3,3,2,1,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
17237032,2,2,2,6,5,62,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237032,2,3,2,3,5,24,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237034,2,2,2,3,5,65,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237034,2,3,2,6,5,11,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237035,3,2,2,3,3,53,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237044,2,2,2,3,5,25,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237054,1,2,2,3,5,50,1,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17237054,1,3,2,6,5,73,1,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17237054,2,2,2,3,2,45,1,2,1,2,8,97,N,,,,,,,0,1,0,0,0,1,0
17237054,2,3,2,6,5,45,1,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17237054,2,4,2,4,3,18,1,1,1,1,4,97,N,,,,,,,0,0,1,0,0,1,0
17237056,2,2,2,9,5,3,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237067,1,2,2,3,5,30,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237077,1,2,2,3,3,74,1,2,1,1,3,97,N,,,,,,,0,0,1,0,0,1,0
17237081,2,2,2,5,3,4,3,1,1,6,0,97,N,,,,,,,0,0,1,0,0,1,0
17237081,2,3,2,3,3,8,3,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237087,2,2,2,3,5,49,3,1,1,10,0,97,N,,,,,,,0,0,0,1,0,0,0
17237090,1,2,2,3,5,17,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237109,1,2,2,3,5,37,1,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17237109,1,3,2,6,5,4,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237114,2,2,2,14,5,59,1,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237119,1,2,2,4,5,3,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237119,1,3,2,6,5,4,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,2,2,14,5,30,3,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,3,2,14,5,1,3,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,4,2,14,5,9,3,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,5,2,14,5,10,3,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,6,2,14,5,32,2,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,7,2,14,5,24,3,1,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,8,2,14,5,70,2,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,9,2,14,5,72,2,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237159,2,10,2,14,5,38,3,2,1,8,2,97,N,,,,,,,0,0,0,1,0,0,0
17237187,1,2,2,3,5,0,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237191,1,2,2,3,5,33,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237204,1,2,2,3,5,28,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237211,1,2,2,3,1,21,3,1,1,8,2,97,N,,,,,,,1,0,0,0,0,1,0
17237220,2,2,2,3,5,10,1,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237220,2,3,2,6,5,13,2,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237220,2,4,2,4,5,2,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237220,2,5,2,7,5,7,2,2,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237237,1,2,2,5,5,2,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237242,2,2,2,3,5,27,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237246,1,2,2,3,5,74,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237263,2,2,2,3,5,58,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237263,2,3,2,6,5,54,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237267,2,2,2,4,5,6,1,2,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17237267,2,3,2,6,5,4,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237295,1,2,2,3,5,46,1,1,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17237298,1,2,2,3,5,38,4,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237298,2,2,2,6,3,6,1,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
17237298,2,3,2,4,5,3,1,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237300,2,2,2,3,3,83,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237306,1,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237356,1,2,2,6,5,1,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237356,1,3,2,5,5,11,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237356,1,4,2,4,5,11,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237370,2,2,2,5,5,1,3,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237370,2,3,2,4,5,,3,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237370,2,4,2,6,5,9,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237370,2,5,2,9,5,4,3,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237370,2,6,2,7,5,2,3,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237381,1,2,2,3,5,25,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237381,1,3,2,6,5,26,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237381,1,4,2,4,5,24,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237381,3,2,2,3,5,21,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237399,2,2,2,3,5,67,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237408,2,2,2,3,5,42,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237408,2,3,2,6,5,14,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237408,2,4,2,4,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237426,1,2,2,3,5,23,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237426,2,2,2,3,5,26,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237438,1,2,2,3,5,18,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237451,2,2,2,6,3,28,3,2,1,1,2,97,Y,,,,,,,0,0,1,0,0,1,0
17237451,2,3,2,4,5,31,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237451,2,4,2,9,5,26,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237451,2,5,2,7,5,26,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237451,2,6,2,3,5,55,3,2,1,1,3,97,Y,,,,,,,0,0,0,1,0,0,0
17237462,1,2,2,4,3,10,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237462,1,3,2,5,3,10,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237463,1,2,2,3,5,25,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237465,2,2,2,3,2,15,1,1,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17237465,2,3,2,4,2,14,1,1,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17237467,1,2,2,3,5,32,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237470,2,2,2,4,5,22,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237470,2,3,2,6,5,6,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237471,1,2,2,3,5,69,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237471,1,3,2,4,5,65,3,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17237471,1,4,2,5,5,49,3,2,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17237471,1,5,2,6,5,50,3,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17237472,2,2,2,3,3,36,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237472,2,3,2,4,5,16,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237477,1,2,2,6,5,10,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237477,1,3,2,4,5,7,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237483,1,2,2,6,3,7,2,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237483,1,3,2,4,3,5,2,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237486,2,2,2,3,5,34,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237486,2,3,2,6,5,9,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237486,2,4,2,9,5,11,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237486,2,5,2,7,5,11,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237487,2,2,2,3,5,69,5,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237490,1,2,2,3,5,22,2,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17237500,2,2,2,3,5,18,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237500,2,3,2,6,5,15,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237504,2,2,2,3,5,19,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237508,2,2,2,3,5,26,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237508,2,3,2,4,5,3,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237517,1,2,2,3,5,22,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237523,2,2,2,6,5,56,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237524,2,2,2,3,5,82,5,2,1,11,2,97,N,,,,,,,0,0,0,1,0,0,0
17237527,1,2,2,3,5,27,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237527,1,3,2,4,5,8,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237527,1,4,2,6,5,3,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237527,2,2,2,6,5,8,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237531,2,2,2,3,5,76,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237531,2,3,2,4,5,5,1,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237531,2,4,2,6,5,8,1,1,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17237536,2,2,2,4,5,3,2,2,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17237536,2,3,2,5,5,5,2,1,1,7,2,97,N,,,,,,,0,0,0,1,0,0,0
17237547,2,2,2,3,3,20,0,2,1,10,8,97,N,,,,,,,0,0,1,0,0,1,0
17237547,2,3,2,4,1,17,0,2,2,10,8,97,N,,,,,,,1,0,0,0,0,1,0
17237547,2,4,2,5,2,14,0,2,1,10,8,97,N,,,,,,,0,1,0,0,0,1,0
17237547,2,5,2,7,3,6,0,2,1,10,8,97,N,,,,,,,0,0,1,0,0,1,0
17237547,2,6,2,6,5,1,0,2,1,5,8,97,N,,,,,,,0,0,0,1,0,0,0
17237553,1,2,2,3,5,27,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237553,1,3,2,6,5,30,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237553,2,2,2,3,5,24,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237558,3,2,2,3,5,17,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237566,2,2,2,3,5,34,2,2,1,1,2,97,Y,,,,,,,0,0,0,1,0,0,0
17237566,3,2,2,3,5,47,1,1,1,1,2,97,Y,,,,,,,0,0,0,1,0,0,0
17237567,1,2,2,12,0,0,3,1,5,10,8,97,N,,,,,,,0,0,0,0,1,0,0
17237567,1,3,2,12,0,0,3,1,5,10,8,97,N,,,,,,,0,0,0,0,1,0,0
17237567,1,4,2,12,0,0,3,1,5,10,8,97,N,,,,,,,0,0,0,0,1,0,0
17237567,1,5,2,12,0,0,3,1,5,10,8,97,N,,,,,,,0,0,0,0,1,0,0
17237567,1,6,2,12,0,0,3,1,5,10,8,97,N,,,,,,,0,0,0,0,1,0,0
17237567,2,2,2,3,5,12,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237567,3,2,2,3,5,62,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237568,3,2,2,3,5,49,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237573,1,2,2,2,2,11,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
17237573,1,3,2,3,2,41,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
17237573,1,4,2,4,2,22,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
17237573,1,5,2,5,2,13,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
17237573,1,6,2,6,2,30,2,1,1,1,0,97,N,,,,,,,0,1,0,0,0,1,0
17237575,1,2,2,3,5,36,2,2,1,1,3,97,N,,,,,,,0,0,0,1,0,0,0
17237578,1,2,2,3,3,23,3,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237578,3,2,2,3,3,20,4,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237579,1,2,2,3,5,25,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237583,1,2,2,3,5,22,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237583,1,3,2,4,5,22,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237584,2,2,2,3,3,54,1,2,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237584,2,3,2,6,3,13,1,1,1,1,8,97,N,,,,,,,0,0,1,0,0,1,0
17237584,3,2,2,3,3,19,1,2,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237601,1,2,2,4,5,7,2,1,1,6,2,97,N,,,,,,,0,0,0,1,0,0,0
17237601,2,2,2,3,5,27,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237634,2,2,2,3,5,32,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237643,1,2,2,3,5,47,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237643,2,2,2,3,5,47,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237658,1,2,2,6,5,1,2,1,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17237658,2,2,2,3,5,30,2,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17237658,2,3,2,5,5,1,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237660,2,2,2,3,5,39,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237660,2,3,2,6,5,45,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237677,1,2,2,3,5,56,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237693,2,2,2,3,5,57,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237693,2,3,2,4,2,45,3,2,1,1,2,97,N,,,,,,,0,1,0,0,0,1,0
17237693,2,4,2,6,5,7,3,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237693,2,5,2,7,5,16,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237695,2,2,2,3,5,62,1,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237697,1,2,2,3,5,33,1,2,1,1,4,97,N,,,,,,,0,0,0,1,0,0,0
17237702,2,2,2,3,5,17,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237702,2,3,2,4,5,12,2,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17237702,2,4,2,6,5,12,2,1,1,1,1,97,N,,,,,,,0,0,0,1,0,0,0
17237704,1,2,2,3,5,35,2,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17237704,1,3,2,4,5,6,2,2,1,4,8,97,N,,,,,,,0,0,0,1,0,0,0
17237704,1,4,2,6,5,1,2,2,1,1,8,97,N,,,,,,,0,0,0,1,0,0,0
17237704,2,2,2,3,5,31,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237704,2,3,2,4,3,1,2,2,1,4,2,97,N,,,,,,,0,0,1,0,0,1,0
17237704,2,4,2,6,5,4,2,2,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237709,2,2,2,4,5,10,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237712,2,2,2,6,5,2,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237739,1,2,2,3,5,20,2,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237751,1,2,2,3,5,10,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237751,1,3,2,4,5,7,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237751,1,4,2,5,5,0,2,2,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17237751,1,5,2,6,5,2,2,1,1,5,2,97,N,,,,,,,0,0,0,1,0,0,0
17237752,1,2,2,3,5,72,1,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237761,2,2,2,3,3,15,1,1,1,1,2,97,N,,,,,,,0,0,1,0,0,1,0
17237764,1,2,2,3,5,24,2,1,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
17237764,2,2,2,6,5,3,2,1,1,4,2,97,N,,,,,,,0,0,0,1,0,0,0
17237767,1,2,2,14,1,,0,1,1,10,2,97,N,,,,,,,1,0,0,0,0,1,0
17237767,1,3,2,14,5,60,0,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237767,1,4,2,14,5,33,0,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237767,1,5,2,14,5,55,0,1,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237767,1,6,2,14,5,33,0,2,1,10,2,97,N,,,,,,,0,0,0,1,0,0,0
17237767,2,2,2,3,5,24,3,2,1,1,2,97,N,,,,,,,0,0,0,1,0,0,0
